Arc Center Distance,Diameter,Width,Pitch,Blade Count,Rotational Speed,Thrust
1.75,11,0.25,60,2,1000,3.067467503
1.75,11,0.25,60,2,1500,5.930487141
1.75,11,0.25,60,2,2000,10.5794504
1.75,11,0.25,60,2,2500,15.0785766
1.75,11,0.75,30,2,1000,15.19511548
1.75,11,0.75,30,2,1500,33.56326195
1.75,11,0.75,30,2,2000,59.59919735
1.75,11,0.75,30,2,2500,88.53655316
1.75,11,0.75,45,2,500,4.972041249
1.75,11,0.75,45,2,1000,20.51475791
1.75,11,0.75,45,2,1500,46.04077037
1.75,11,0.75,45,2,2000,81.914256
1.75,11,0.75,45,2,2500,129.4536247
1.75,11,0.75,60,2,1000,12.1330608
1.75,11,0.75,60,2,1500,26.71980631
1.75,11,0.75,60,2,2000,48.40452603
1.75,11,0.75,60,2,2500,72.16875796
1.75,11,1.25,30,2,500,4.600994097
1.75,11,1.25,30,2,1000,23.40394942
1.75,11,1.25,30,2,1500,50.70090757
1.75,11,1.25,30,2,2000,90.06559454
1.75,11,1.25,30,2,2500,144.8833576
1.75,11,1.25,45,2,500,6.952179079
1.75,11,1.25,45,2,1000,27.98978675
1.75,11,1.25,45,2,1500,61.97169853
1.75,11,1.25,45,2,2000,117.4046674
1.75,11,1.25,45,2,2500,174.1014666
1.75,11,1.25,60,2,1000,21.48082634
1.75,11,1.25,60,2,1500,45.8383752
1.75,11,1.25,60,2,2000,81.82187363
1.75,11,1.25,60,2,2500,113.0195121
1.75,11,1.5,30,2,500,6.04934758
1.75,11,1.5,30,2,1000,26.27893399
1.75,11,1.5,30,2,1500,48.01373631
1.75,11,1.5,30,2,2000,90.52515871
1.75,11,1.5,30,2,2500,140.7365976
1.75,11,1.5,45,2,500,4.123141475
1.75,11,1.5,45,2,1000,18.18580927
1.75,11,1.5,45,2,1500,40.24596682
1.75,11,1.5,45,2,2000,67.30929915
1.75,11,1.5,45,2,2500,109.4992856
1.75,11,1.5,60,2,500,3.646190145
1.75,11,1.5,60,2,1000,13.44630407
1.75,11,1.5,60,2,1500,31.05417162
1.75,11,1.5,60,2,2000,55.96476931
1.75,11,1.5,60,2,2500,80.32370406
2,9,0.25,30,2,500,0.2609805576
2,9,0.25,30,2,1000,0.9429185577
2,9,0.25,30,2,1500,2.247558091
2,9,0.25,30,2,2000,4.031030361
2,9,0.25,30,2,2500,6.281728753
2,9,0.25,45,2,1500,2.156356948
2,9,0.25,45,2,2000,3.849859864
2,9,0.25,45,2,2500,6.034846485
2,9,0.75,30,2,500,2.528467994
2,9,0.75,30,2,1000,7.975480757
2,9,0.75,30,2,1500,21.80975842
2,9,0.75,30,2,2000,34.59455935
2,9,0.75,30,2,2500,58.74104001
2,9,0.75,45,2,500,0.6906091514
2,9,0.75,45,2,1000,3.035253088
2,9,0.75,45,2,1500,6.691458701
2,9,0.75,45,2,2000,11.87915833
2,9,0.75,45,2,2500,18.3202987
2,9,0.75,60,2,500,1.144954829
2,9,0.75,60,2,1000,4.950626335
2,9,0.75,60,2,1500,11.16378238
2,9,0.75,60,2,2000,19.81342509
2,9,0.75,60,2,2500,30.79398195
2,9,1.25,30,2,500,2.676399557
2,9,1.25,30,2,1000,11.16046603
2,9,1.25,30,2,1500,25.2531046
2,9,1.25,30,2,2000,45.14651763
2,9,1.25,30,2,2500,67.1943117
2,9,1.25,45,2,500,1.516403209
2,9,1.25,45,2,1000,5.917015763
2,9,1.25,45,2,1500,13.62483975
2,9,1.25,45,2,2000,24.50351145
2,9,1.25,45,2,2500,37.423546
2,9,1.5,30,2,500,3.146035604
2,9,1.5,30,2,1000,12.11807633
2,9,1.5,30,2,1500,27.34774207
2,9,1.5,30,2,2000,48.80652739
2,9,1.5,30,2,2500,73.44443249
2,9,1.5,45,2,500,1.379875187
2,9,1.5,45,2,1000,6.992232141
2,9,1.5,45,2,1500,15.16530378
2,9,1.5,45,2,2000,27.16122574
2,9,1.5,45,2,2500,41.47518039
2,11,0.25,30,2,500,0.6454606924
2,11,0.25,30,2,1000,2.838925779
2,11,0.25,30,2,1500,5.584943332
2,11,0.25,30,2,2000,9.556255587
2,11,0.25,30,2,2500,13.2137432
2,11,0.25,45,2,1000,2.62777477
2,11,0.25,45,2,1500,6.000550745
2,11,0.25,45,2,2000,10.54351665
2,11,0.25,45,2,2500,15.06424124
2,11,0.75,30,2,500,4.476289228
2,11,0.75,30,2,1000,18.31917178
2,11,0.75,30,2,1500,41.94895411
2,11,0.75,30,2,2000,80.52190172
2,11,0.75,30,2,2500,119.4041315
2,11,0.75,45,2,500,7.061254324
2,11,0.75,45,2,1000,22.49355929
2,11,0.75,45,2,1500,52.07412396
2,11,0.75,45,2,2000,94.51134407
2,11,0.75,45,2,2500,146.0216902
2,11,0.75,60,2,500,2.590056546
2,11,0.75,60,2,1000,11.01648914
2,11,0.75,60,2,1500,24.7005135
2,11,0.75,60,2,2000,44.5201626
2,11,0.75,60,2,2500,65.10174142
2,11,1.25,30,2,500,5.609066095
2,11,1.25,30,2,1000,23.93609457
2,11,1.25,30,2,1500,53.61991071
2,11,1.25,30,2,2000,95.0368344
2,11,1.25,30,2,2500,151.9086299
2,11,1.25,45,2,1000,12.89216691
2,11,1.25,45,2,1500,27.56222043
2,11,1.25,45,2,2000,50.09349666
2,11,1.25,45,2,2500,74.63489641
2,11,1.25,60,2,500,3.238981771
2,11,1.25,60,2,1000,15.91499629
2,11,1.25,60,2,1500,34.56395001
2,11,1.25,60,2,2000,62.84262247
2,11,1.25,60,2,2500,83.71755278
2,11,1.5,30,2,500,6.912474061
2,11,1.5,30,2,1000,26.73607352
2,11,1.5,30,2,1500,57.71754179
2,11,1.5,30,2,2000,101.7754683
2,11,1.5,30,2,2500,158.0338073
2,11,1.5,45,2,500,4.906621301
2,11,1.5,45,2,1000,10.12595129
2,11,1.5,45,2,1500,36.33846107
2,11,1.5,45,2,2000,61.02298183
2,11,1.5,45,2,2500,90.3146685
0.25,3,0.25,30,4,1000,0.1828374942
0.25,3,0.25,30,4,1500,0.3958817445
0.25,3,0.25,30,4,2000,0.735838862
0.25,3,0.25,30,4,2500,1.138426971
0.25,3,0.25,45,4,500,0.0593369439
0.25,3,0.25,45,4,1000,0.2339529621
0.25,3,0.25,45,4,1500,0.5343460072
0.25,3,0.25,45,4,2000,0.9365147531
0.25,3,0.25,45,4,2500,1.460748656
0.25,3,0.25,60,4,1000,0.148439752
0.25,3,0.25,60,4,1500,0.3349979512
0.25,3,0.25,60,4,2000,0.5931011817
0.25,3,0.25,60,4,2500,0.9223535809
0.25,3,0.75,30,4,500,0.09511910349
0.25,3,0.75,30,4,1000,0.3913023499
0.25,3,0.75,30,4,1500,0.8833768277
0.25,3,0.75,30,4,2000,1.569070021
0.25,3,0.75,30,4,2500,2.457508358
0.25,3,0.75,45,4,1000,0.1885397789
0.25,3,0.75,45,4,1500,0.4249164811
0.25,3,0.75,45,4,2000,0.7558789656
0.25,3,0.75,45,4,2500,1.17951026
0.25,3,1.25,30,4,500,0.07812296383
0.25,3,1.25,30,4,2000,1.387645609
0.25,3,1.25,30,4,2500,2.613566712
0.25,5,0.25,30,4,500,0.2058850181
0.25,5,0.25,30,4,1000,0.7993411586
0.25,5,0.25,30,4,1500,1.770711156
0.25,5,0.25,30,4,2000,3.159800594
0.25,5,0.25,30,4,2500,5.019973933
0.25,5,0.25,45,4,500,0.3791519864
0.25,5,0.25,45,4,1000,1.51264665
0.25,5,0.25,45,4,1500,3.324992327
0.25,5,0.25,45,4,2000,5.937164942
0.25,5,0.25,45,4,2500,9.369833207
0.25,5,0.25,60,4,500,0.2963239213
0.25,5,0.25,60,4,1000,1.14046279
0.25,5,0.25,60,4,1500,2.540556246
0.25,5,0.25,60,4,2000,4.585496744
0.25,5,0.25,60,4,2500,7.202439835
0.25,5,0.75,30,4,500,0.7890947313
0.25,5,0.75,30,4,1000,3.195769406
0.25,5,0.75,30,4,1500,6.970233496
0.25,5,0.75,30,4,2000,12.57885921
0.25,5,0.75,30,4,2500,19.90084435
0.25,5,0.75,45,4,500,0.5675211873
0.25,5,0.75,45,4,1000,2.263981076
0.25,5,0.75,45,4,1500,5.12807843
0.25,5,0.75,45,4,2000,9.073732725
0.25,5,0.75,45,4,2500,14.00428674
0.25,5,0.75,60,4,500,0.1597300115
0.25,5,0.75,60,4,1000,0.639314981
0.25,5,0.75,60,4,1500,1.425343032
0.25,5,0.75,60,4,2000,2.510682406
0.25,5,0.75,60,4,2500,3.864788335
0.25,5,1.25,30,4,500,0.7520679832
0.25,5,1.25,30,4,1000,3.005518041
0.25,5,1.25,30,4,1500,6.789763304
0.25,5,1.25,30,4,2000,12.36613742
0.25,5,1.25,30,4,2500,18.87393811
0.25,5,1.25,45,4,500,0.4612664785
0.25,5,1.25,45,4,1000,1.865676865
0.25,5,1.25,45,4,1500,4.235664624
0.25,5,1.25,45,4,2000,7.527701328
0.25,5,1.25,45,4,2500,11.77572433
0.25,5,1.5,30,4,500,0.6363969624
0.25,5,1.5,30,4,1000,2.606497301
0.25,5,1.5,30,4,1500,5.882878283
0.25,5,1.5,30,4,2000,11.07391839
0.25,5,1.5,30,4,2500,17.12793674
0.25,5,1.5,45,4,500,0.5048833659
0.25,5,1.5,45,4,1000,2.020899475
0.25,5,1.5,45,4,1500,4.583513554
0.25,5,1.5,45,4,2000,8.221030615
0.25,5,1.5,45,4,2500,12.79283473
0.25,7,0.25,45,4,500,0.9366974853
0.25,7,0.25,45,4,1000,3.716721212
0.25,7,0.25,45,4,1500,8.295455526
0.25,7,0.25,45,4,2000,14.43645947
0.25,7,0.25,45,4,2500,14.85450759
0.25,7,0.25,60,4,500,1.107665983
0.25,7,0.25,60,4,1000,4.511238784
0.25,7,0.25,60,4,1500,9.725238805
0.25,7,0.25,60,4,2000,16.79464731
0.25,7,0.25,60,4,2500,26.37341249
0.25,7,0.75,30,4,500,2.350443349
0.25,7,0.75,30,4,1000,9.345330579
0.25,7,0.75,30,4,1500,20.35432443
0.25,7,0.75,30,4,2000,36.30281905
0.25,7,0.75,30,4,2500,55.41097922
0.25,7,0.75,45,4,500,2.222838477
0.25,7,0.75,45,4,1000,8.983876237
0.25,7,0.75,45,4,1500,20.16797279
0.25,7,0.75,45,4,2000,35.62104611
0.25,7,0.75,45,4,2500,55.54475926
0.25,7,0.75,60,4,500,0.5768907073
0.25,7,0.75,60,4,1000,2.28569942
0.25,7,0.75,60,4,1500,5.076164394
0.25,7,0.75,60,4,2000,8.943883049
0.25,7,0.75,60,4,2500,13.6347137
0.25,7,1.25,30,4,500,3.179473694
0.25,7,1.25,30,4,1000,12.94508457
0.25,7,1.25,30,4,1500,28.3371089
0.25,7,1.25,30,4,2000,49.95767898
0.25,7,1.25,30,4,2500,79.18874336
0.25,7,1.25,45,4,500,2.280053189
0.25,7,1.25,45,4,1000,9.081002413
0.25,7,1.25,45,4,1500,20.44748718
0.25,7,1.25,45,4,2000,35.82311772
0.25,7,1.25,45,4,2500,55.23429306
0.25,7,1.25,60,4,500,1.507074716
0.25,7,1.25,60,4,1000,6.125222585
0.25,7,1.25,60,4,1500,13.7024827
0.25,7,1.25,60,4,2000,23.71357024
0.25,7,1.25,60,4,2500,36.21036598
0.25,7,1.5,30,4,500,3.363976046
0.25,7,1.5,30,4,1000,13.55428918
0.25,7,1.5,30,4,1500,30.64027959
0.25,7,1.5,30,4,2000,54.02450041
0.25,7,1.5,30,4,2500,85.59312874
0.25,7,1.5,45,4,500,2.350596721
0.25,7,1.5,45,4,1000,9.492744067
0.25,7,1.5,45,4,1500,21.28045655
0.25,7,1.5,45,4,2000,37.5731828
0.25,7,1.5,45,4,2500,58.97540287
0.25,9,0.25,60,4,500,2.157645068
0.25,9,0.25,60,4,1000,8.789463605
0.25,9,0.25,60,4,1500,12.60527401
0.25,9,0.25,60,4,2000,21.98828541
0.25,9,0.75,30,4,500,5.028910534
0.25,9,0.75,30,4,1000,19.47331267
0.25,9,0.75,30,4,1500,43.16010004
0.25,9,0.75,30,4,2000,75.43695741
0.25,9,0.75,30,4,2500,116.2447734
0.25,9,0.75,45,4,500,5.123728134
0.25,9,0.75,45,4,1000,20.35162637
0.25,9,0.75,45,4,1500,46.29555973
0.25,9,0.75,45,4,2000,79.65380944
0.25,9,0.75,45,4,2500,123.7159004
0.25,9,0.75,60,4,500,4.723810971
0.25,9,0.75,60,4,1000,18.79954587
0.25,9,0.75,60,4,1500,42.02719679
0.25,9,0.75,60,4,2000,73.19480685
0.25,9,0.75,60,4,2500,113.6367442
0.25,9,1.25,30,4,500,7.901920937
0.25,9,1.25,30,4,1000,31.66585578
0.25,9,1.25,30,4,1500,68.40631554
0.25,9,1.25,30,4,2000,127.6373706
0.25,9,1.25,30,4,2500,190.2806736
0.25,9,1.25,45,4,500,6.936977925
0.25,9,1.25,45,4,1000,27.4900482
0.25,9,1.25,45,4,1500,60.96147373
0.25,9,1.25,45,4,2000,108.1711306
0.25,9,1.25,45,4,2500,163.8135933
0.25,9,1.25,60,4,500,2.64603482
0.25,9,1.25,60,4,1000,10.52735642
0.25,9,1.25,60,4,1500,23.36818845
0.25,9,1.25,60,4,2000,40.26489601
0.25,9,1.25,60,4,2500,62.02183967
0.25,9,1.5,30,4,500,9.233258397
0.25,9,1.5,30,4,1000,37.92562117
0.25,9,1.5,30,4,1500,85.79445268
0.25,9,1.5,30,4,2000,145.5048155
0.25,9,1.5,30,4,2500,226.1542042
0.25,9,1.5,45,4,500,6.476675193
0.25,9,1.5,45,4,1000,25.85659837
0.25,9,1.5,45,4,1500,57.57612767
0.25,9,1.5,45,4,2000,100.0665982
0.25,9,1.5,45,4,2500,151.3927243
0.25,9,1.5,60,4,500,4.289104056
0.25,9,1.5,60,4,1000,17.22626242
0.25,9,1.5,60,4,1500,38.70239951
0.25,9,1.5,60,4,2000,67.54142717
0.25,9,1.5,60,4,2500,106.1297835
0.25,11,0.25,60,4,500,3.660022419
0.25,11,0.25,60,4,1000,14.53012709
0.25,11,0.25,60,4,1500,31.55531459
0.25,11,0.25,60,4,2000,52.14628009
0.25,11,0.25,60,4,2500,53.71403189
0.25,11,0.75,30,4,500,8.187381966
0.25,11,0.75,30,4,1000,33.40629871
0.25,11,0.75,30,4,1500,72.15572134
0.25,11,0.75,30,4,2000,119.3600692
0.25,11,0.75,45,4,500,8.971348886
0.25,11,0.75,45,4,1000,35.47052949
0.25,11,0.75,45,4,1500,77.37348232
0.25,11,0.75,45,4,2000,136.4101638
0.25,11,0.75,45,4,2500,226.64629
0.25,11,0.75,60,4,500,8.814321036
0.25,11,0.75,60,4,1000,35.26549981
0.25,11,0.75,60,4,1500,76.3298837
0.25,11,0.75,60,4,2000,135.5717297
0.25,11,0.75,60,4,2500,207.0134283
0.25,11,1.25,30,4,500,14.52533183
0.25,11,1.25,30,4,1000,56.87696761
0.25,11,1.25,30,4,1500,120.8646971
0.25,11,1.25,30,4,2000,211.3818608
0.25,11,1.25,30,4,2500,271.1617962
0.25,11,1.25,45,4,500,15.13342484
0.25,11,1.25,45,4,1000,59.26569141
0.25,11,1.25,45,4,1500,130.3839865
0.25,11,1.25,45,4,2000,230.0689876
0.25,11,1.25,45,4,2500,389.1643855
0.25,11,1.25,60,4,500,3.951704922
0.25,11,1.25,60,4,1000,15.52966691
0.25,11,1.25,60,4,1500,34.05485504
0.25,11,1.25,60,4,2000,59.30059892
0.25,11,1.25,60,4,2500,91.14880583
0.25,11,1.5,30,4,500,18.11282898
0.25,11,1.5,30,4,1000,72.06350865
0.25,11,1.5,30,4,1500,146.908599
0.25,11,1.5,30,4,2000,263.1208896
0.25,11,1.5,30,4,2500,371.0858867
0.25,11,1.5,45,4,500,17.49709785
0.25,11,1.5,45,4,1000,75.64012798
0.25,11,1.5,45,4,1500,155.8500197
0.25,11,1.5,45,4,2000,280.9928926
0.25,11,1.5,45,4,2500,478.1824287
0.25,11,1.5,60,4,500,5.824357715
0.25,11,1.5,60,4,1000,21.40884422
0.25,11,1.5,60,4,1500,48.77244931
0.25,11,1.5,60,4,2000,87.91422747
0.25,11,1.5,60,4,2500,137.5144198
0.75,5,0.25,30,4,500,0.1617971235
0.75,5,0.25,30,4,1000,0.6546932049
0.75,5,0.25,30,4,1500,1.445828558
0.75,5,0.25,30,4,2000,2.615849985
0.75,5,0.25,30,4,2500,3.799880488
0.75,5,0.25,45,4,500,0.1821902934
0.75,5,0.25,45,4,1000,0.7107360795
0.75,5,0.25,45,4,1500,1.577462795
0.75,5,0.25,45,4,2000,3.068969702
0.75,5,0.25,45,4,2500,4.325895215
0.75,5,0.25,60,4,500,0.1761984424
0.75,5,0.25,60,4,1000,0.7031949355
0.75,5,0.25,60,4,1500,1.580264155
0.75,5,0.25,60,4,2000,2.80227936
0.75,5,0.25,60,4,2500,4.245688443
0.75,5,0.75,30,4,500,0.4546643912
0.75,5,0.75,30,4,1000,1.834949002
0.75,5,0.75,30,4,1500,4.121237981
0.75,5,0.75,30,4,2000,7.322064245
0.75,5,0.75,30,4,2500,11.36798385
0.75,5,0.75,45,4,500,0.1965283521
0.75,5,0.75,45,4,1000,0.7867332879
0.75,5,0.75,45,4,1500,1.75572298
0.75,5,0.75,45,4,2000,3.112671954
0.75,5,0.75,45,4,2500,4.818066719
0.75,5,1.25,30,4,500,0.649883174
0.75,5,1.25,30,4,1000,2.603442011
0.75,5,1.25,30,4,1500,5.960196169
0.75,5,1.25,30,4,2000,10.70520576
0.75,5,1.25,30,4,2500,16.86089918
0.75,5,1.25,45,4,500,0.2331769216
0.75,5,1.25,45,4,1000,0.9322542921
0.75,5,1.25,45,4,1500,2.102501661
0.75,5,1.25,45,4,2000,3.708914473
0.75,5,1.25,45,4,2500,5.755843753
0.75,5,1.5,30,4,500,0.4931110477
0.75,5,1.5,30,4,1000,2.014288245
0.75,5,1.5,30,4,1500,4.543313677
0.75,5,1.5,30,4,2000,7.912179168
0.75,5,1.5,30,4,2500,12.64975718
0.75,5,1.5,45,4,500,0.4567771333
0.75,5,1.5,45,4,1000,1.81923648
0.75,5,1.5,45,4,1500,3.995556504
0.75,5,1.5,45,4,2000,7.07698559
0.75,5,1.5,45,4,2500,10.8106542
0.75,7,0.25,30,4,500,0.5158011404
0.75,7,0.25,30,4,1000,1.693171217
0.75,7,0.25,30,4,2000,7.287346286
0.75,7,0.25,30,4,2500,8.2441778
0.75,7,0.25,45,4,500,0.5781471982
0.75,7,0.25,45,4,1000,2.264745843
0.75,7,0.25,45,4,1500,5.19674391
0.75,7,0.25,45,4,2000,8.950859217
0.75,7,0.25,45,4,2500,13.35901984
0.75,7,0.25,60,4,500,0.5802986617
0.75,7,0.25,60,4,1000,2.307831206
0.75,7,0.25,60,4,1500,5.192266639
0.75,7,0.25,60,4,2000,9.070159309
0.75,7,0.25,60,4,2500,15.00124156
0.75,7,0.75,30,4,500,1.950887899
0.75,7,0.75,30,4,1000,7.669740729
0.75,7,0.75,30,4,1500,16.98021443
0.75,7,0.75,30,4,2000,30.82229552
0.75,7,0.75,30,4,2500,45.41662376
0.75,7,0.75,45,4,500,2.008729941
0.75,7,0.75,45,4,1000,8.059953798
0.75,7,0.75,45,4,1500,18.2961304
0.75,7,0.75,45,4,2000,31.22203598
0.75,7,0.75,45,4,2500,54.87878186
0.75,7,0.75,60,4,500,0.9637559328
0.75,7,0.75,60,4,1000,3.793800791
0.75,7,0.75,60,4,1500,8.408334703
0.75,7,0.75,60,4,2000,14.44308926
0.75,7,0.75,60,4,2500,20.05910035
0.75,7,1.25,30,4,500,2.816036921
0.75,7,1.25,30,4,1000,11.39416935
0.75,7,1.25,30,4,1500,25.52454274
0.75,7,1.25,30,4,2000,46.81480796
0.75,7,1.25,30,4,2500,75.38699942
0.75,7,1.25,45,4,500,2.050021431
0.75,7,1.25,45,4,1000,7.883258594
0.75,7,1.25,45,4,1500,17.8620041
0.75,7,1.25,45,4,2000,31.98867046
0.75,7,1.25,45,4,2500,54.37574644
0.75,7,1.25,60,4,500,1.14484148
0.75,7,1.25,60,4,1000,4.622112912
0.75,7,1.25,60,4,1500,10.25423379
0.75,7,1.25,60,4,2000,17.75050759
0.75,7,1.25,60,4,2500,27.97941009
0.75,7,1.5,30,4,500,2.856703694
0.75,7,1.5,30,4,1000,11.25253226
0.75,7,1.5,30,4,1500,26.44624531
0.75,7,1.5,30,4,2000,42.0931137
0.75,7,1.5,30,4,2500,93.95643916
0.75,7,1.5,45,4,500,1.727361171
0.75,7,1.5,45,4,1000,6.593910552
0.75,7,1.5,45,4,1500,14.97300454
0.75,7,1.5,45,4,2000,27.28828131
0.75,7,1.5,45,4,2500,58.69052689
0.75,9,0.25,45,4,500,0.9975569514
0.75,9,0.25,45,4,1000,3.948058386
0.75,9,0.25,45,4,1500,7.875820565
0.75,9,0.25,60,4,500,1.568681693
0.75,9,0.25,60,4,1000,6.093742696
0.75,9,0.25,60,4,1500,12.1250686
0.75,9,0.25,60,4,2000,15.34055673
0.75,9,0.75,30,4,500,4.319702814
0.75,9,0.75,30,4,1000,17.42304357
0.75,9,0.75,30,4,1500,37.25576888
0.75,9,0.75,30,4,2000,61.99512259
0.75,9,0.75,30,4,2500,82.2404784
0.75,9,0.75,45,4,500,4.853393452
0.75,9,0.75,45,4,1000,20.125458
0.75,9,0.75,45,4,1500,46.94677318
0.75,9,0.75,45,4,2000,81.68471318
0.75,9,0.75,60,4,500,2.666174308
0.75,9,0.75,60,4,1000,10.54022756
0.75,9,0.75,60,4,1500,23.98280297
0.75,9,0.75,60,4,2000,47.86395824
0.75,9,0.75,60,4,2500,64.04982636
0.75,9,1.25,30,4,500,8.062399999
0.75,9,1.25,30,4,1000,32.34182365
0.75,9,1.25,30,4,1500,68.74451072
0.75,9,1.25,30,4,2000,123.553601
0.75,9,1.25,30,4,2500,182.7279884
0.75,9,1.25,45,4,500,5.136153688
0.75,9,1.25,45,4,1000,20.80957401
0.75,9,1.25,45,4,1500,45.03899345
0.75,9,1.25,45,4,2000,79.18643696
0.75,9,1.25,45,4,2500,128.9228311
0.75,9,1.25,60,4,500,1.85201532
0.75,9,1.25,60,4,1000,7.352303682
0.75,9,1.25,60,4,1500,17.61637195
0.75,9,1.25,60,4,2000,29.80752529
0.75,9,1.25,60,4,2500,45.70676305
0.75,9,1.5,30,4,500,8.052269333
0.75,9,1.5,30,4,1000,31.97454424
0.75,9,1.5,30,4,1500,71.69728593
0.75,9,1.5,30,4,2000,136.4592341
0.75,9,1.5,30,4,2500,229.736382
0.75,9,1.5,45,4,500,6.035098707
0.75,9,1.5,45,4,1000,24.33302
0.75,9,1.5,45,4,1500,52.77778786
0.75,9,1.5,45,4,2000,100.304968
0.75,9,1.5,45,4,2500,165.2123122
0.75,9,1.5,60,4,1000,9.859845766
0.75,9,1.5,60,4,1500,23.30486504
0.75,9,1.5,60,4,2000,39.80587562
0.75,11,0.25,60,4,500,2.560384717
0.75,11,0.25,60,4,1000,9.524280004
0.75,11,0.75,30,4,500,4.997146179
0.75,11,0.75,30,4,1000,25.12532925
0.75,11,0.75,30,4,2000,91.09494552
0.75,11,0.75,45,4,500,10.43812643
0.75,11,0.75,45,4,1000,41.02027728
0.75,11,0.75,45,4,1500,95.25956794
0.75,11,0.75,60,4,500,7.576584472
0.75,11,0.75,60,4,1000,30.70217738
0.75,11,0.75,60,4,1500,72.06289593
0.75,11,0.75,60,4,2000,127.6170074
0.75,11,1.25,30,4,500,16.76728853
0.75,11,1.25,30,4,1000,65.21326946
0.75,11,1.25,30,4,1500,147.9806748
0.75,11,1.25,30,4,2000,218.9404182
0.75,11,1.25,45,4,500,14.16947582
0.75,11,1.25,45,4,1000,55.93331121
0.75,11,1.25,45,4,1500,128.8786501
0.75,11,1.25,45,4,2000,224.8011586
0.75,11,1.25,60,4,500,4.008108373
0.75,11,1.25,60,4,1000,16.41847402
0.75,11,1.25,60,4,1500,37.15089809
0.75,11,1.25,60,4,2000,63.65761137
0.75,11,1.5,30,4,500,14.91026055
0.75,11,1.5,30,4,1000,72.73103296
0.75,11,1.5,30,4,1500,151.5659265
0.75,11,1.5,30,4,2000,254.879855
0.75,11,1.5,45,4,500,11.65038768
0.75,11,1.5,45,4,1000,46.71543038
0.75,11,1.5,45,4,1500,104.4433442
0.75,11,1.5,45,4,2000,180.7175998
0.75,11,1.5,60,4,500,4.62536536
0.75,11,1.5,60,4,1000,21.91679907
0.75,11,1.5,60,4,1500,43.26961277
0.75,11,1.5,60,4,2000,70.58510832
1.25,7,0.25,30,4,500,0.566797107
1.25,7,0.25,30,4,1000,2.238158511
1.25,7,0.25,30,4,1500,4.866619529
1.25,7,0.25,30,4,2000,8.298569149
1.25,7,0.25,30,4,2500,11.90812307
1.25,7,0.25,45,4,500,0.5927813766
1.25,7,0.25,45,4,1000,2.345078952
1.25,7,0.25,45,4,1500,5.276502128
1.25,7,0.25,45,4,2000,9.490141754
1.25,7,0.25,45,4,2500,14.96314744
1.25,7,0.25,60,4,500,0.286707483
1.25,7,0.25,60,4,1000,1.137231726
1.25,7,0.25,60,4,1500,2.528245473
1.25,7,0.25,60,4,2000,4.605809517
1.25,7,0.25,60,4,2500,7.086789887
1.25,7,0.75,30,4,1000,4.579196724
1.25,7,0.75,30,4,1500,10.25154474
1.25,7,0.75,30,4,2000,19.59941049
1.25,7,0.75,30,4,2500,30.24722917
1.25,7,0.75,45,4,500,0.415300227
1.25,7,0.75,45,4,1000,1.682803951
1.25,7,0.75,45,4,1500,3.63662971
1.25,7,0.75,45,4,2000,6.361651068
1.25,7,0.75,45,4,2500,10.30475394
1.25,7,0.75,60,4,2000,7.610417838
1.25,7,1.25,30,4,500,1.664340659
1.25,7,1.25,30,4,1000,6.661961896
1.25,7,1.25,30,4,1500,15.30521542
1.25,7,1.25,30,4,2000,26.27472224
1.25,7,1.25,30,4,2500,47.87662894
1.25,7,1.25,45,4,500,0.7081615802
1.25,7,1.25,45,4,1000,2.797394655
1.25,7,1.25,45,4,1500,6.244079195
1.25,7,1.25,45,4,2000,11.32685643
1.25,7,1.25,45,4,2500,17.7346868
1.25,7,1.5,30,4,500,1.773664025
1.25,7,1.5,30,4,1000,7.073632121
1.25,7,1.5,30,4,1500,15.87494656
1.25,7,1.5,30,4,2000,27.89731399
1.25,7,1.5,30,4,2500,45.81650629
1.25,7,1.5,45,4,500,1.150436952
1.25,7,1.5,45,4,1000,4.556891261
1.25,7,1.5,45,4,1500,9.978526515
1.25,7,1.5,45,4,2000,17.63922678
1.25,7,1.5,45,4,2500,27.02739993
1.25,9,0.25,30,4,500,1.235258072
1.25,9,0.25,30,4,1000,5.393812008
1.25,9,0.25,30,4,1500,9.343048824
1.25,9,0.25,30,4,2000,13.07387715
1.25,9,0.25,45,4,500,1.388395238
1.25,9,0.25,45,4,1000,5.379127545
1.25,9,0.25,45,4,1500,11.63778225
1.25,9,0.25,45,4,2000,22.15869519
1.25,9,0.25,45,4,2500,29.71049729
1.25,9,0.25,60,4,500,1.473566412
1.25,9,0.25,60,4,1000,5.79008139
1.25,9,0.25,60,4,1500,12.986063
1.25,9,0.25,60,4,2000,23.75799929
1.25,9,0.25,60,4,2500,33.02541802
1.25,9,0.75,30,4,500,3.426278658
1.25,9,0.75,30,4,1000,14.10585507
1.25,9,0.75,30,4,1500,31.86142159
1.25,9,0.75,30,4,2000,51.79704556
1.25,9,0.75,30,4,2500,74.10375005
1.25,9,0.75,45,4,500,3.54726802
1.25,9,0.75,45,4,1000,15.23531567
1.25,9,0.75,45,4,1500,35.05880412
1.25,9,0.75,45,4,2000,58.43339579
1.25,9,0.75,45,4,2500,96.15439588
1.25,9,0.75,60,4,500,1.447744274
1.25,9,0.75,60,4,1000,5.705716341
1.25,9,0.75,60,4,1500,12.99918575
1.25,9,0.75,60,4,2000,23.36832134
1.25,9,0.75,60,4,2500,35.29353196
