Arc Center Distance,Diameter,Width,Pitch,Blade Count,Thickness,Rotational Speed,Thrust,Efficiency
1.75,7,0.25,60,3,0.05,2000,0.1029811051,0.00,
1.75,7,0.25,60,3,0.05,2500,0.2448450646,0.01,
1.75,7,0.75,30,3,0.05,500,0.2408495187,0.09,
1.75,7,0.75,30,3,0.05,1000,0.9599075967,0.09,
1.75,7,0.75,30,3,0.05,1500,2.44849826,0.12,
1.75,7,0.75,30,3,0.05,2000,4.278032609,0.12,
1.75,7,0.75,30,3,0.05,2500,6.607421321,0.12,
1.75,7,0.75,45,3,0.05,500,0.2886944042,0.08,
1.75,7,0.75,45,3,0.05,1000,1.131448106,0.09,
1.75,7,0.75,45,3,0.05,1500,2.634886724,0.10,
1.75,7,0.75,45,3,0.05,2000,4.453312036,0.09,
1.75,7,0.75,45,3,0.05,2500,7.49335663,0.11,
1.75,7,0.75,60,3,0.05,500,0.2715781702,0.05,
1.75,7,0.75,60,3,0.05,1000,1.177122689,0.06,
1.75,7,0.75,60,3,0.05,1500,2.666912523,0.07,
1.75,7,0.75,60,3,0.05,2000,5.143459922,0.08,
1.75,7,0.75,60,3,0.05,2500,6.591117268,0.06,
1.75,7,1.25,30,3,0.05,500,0.3903295706,0.08,
1.75,7,1.25,30,3,0.05,1000,1.490227931,0.08,
1.75,7,1.25,30,3,0.05,1500,3.561621183,0.09,
1.75,7,1.25,30,3,0.05,2000,6.114612642,0.09,
1.75,7,1.25,30,3,0.05,2500,9.552564575,0.10,
1.75,7,1.25,45,3,0.05,500,0.3777554895,0.06,
1.75,7,1.25,45,3,0.05,1000,1.544725319,0.07,
1.75,7,1.25,45,3,0.05,1500,3.521612299,0.08,
1.75,7,1.25,45,3,0.05,2000,6.687623658,0.09,
1.75,7,1.25,45,3,0.05,2500,10.00552114,0.08,
1.75,7,1.25,60,3,0.05,500,0.02107362705,0.00,
1.75,7,1.25,60,3,0.05,1000,0.09654056114,0.00,
1.75,7,1.25,60,3,0.05,1500,0.2874373054,0.00,
1.75,7,1.25,60,3,0.05,2000,0.2181547624,0.00,
1.75,7,1.25,60,3,0.05,2500,0.3465313616,0.00,
1.75,7,1.5,30,3,0.05,500,0.5735415552,0.15,
1.75,7,1.5,30,3,0.05,1000,2.340917064,0.16,
1.75,7,1.5,30,3,0.05,1500,5.219555797,0.17,
1.75,7,1.5,30,3,0.05,2000,8.524718387,0.15,
1.75,7,1.5,30,3,0.05,2500,12.43594416,0.15,
1.75,7,1.5,45,3,0.05,500,0.3975110042,0.05,
1.75,7,1.5,45,3,0.05,1000,1.710063514,0.06,
1.75,7,1.5,45,3,0.05,1500,4.03530788,0.06,
1.75,7,1.5,45,3,0.05,2000,6.887076899,0.06,
1.75,7,1.5,45,3,0.05,2500,9.946379979,0.05,
1.75,7,1.5,60,3,0.05,500,0.1740928309,0.01,
1.75,7,1.5,60,3,0.05,1000,0.7291359387,0.01,
1.75,7,1.5,60,3,0.05,1500,0.5230777842,0.00,
1.75,7,1.5,60,3,0.05,2000,0.636671827,0.00,
1.75,7,1.5,60,3,0.05,2500,0.1484616899,0.00,
1.75,9,0.25,30,3,0.05,500,0.4223247251,0.15,
1.75,9,0.25,30,3,0.05,1000,1.425432749,0.14,
1.75,9,0.25,30,3,0.05,1500,3.703076923,0.17,
1.75,9,0.25,30,3,0.05,2000,4.192714451,0.10,
1.75,9,0.25,30,3,0.05,2500,4.655682314,0.06,
1.75,9,0.25,45,3,0.05,500,0.4569381893,0.13,
1.75,9,0.25,45,3,0.05,1000,1.83575749,0.14,
1.75,9,0.25,45,3,0.05,1500,4.188963932,0.15,
1.75,9,0.25,45,3,0.05,2000,5.843217184,0.12,
1.75,9,0.25,45,3,0.05,2500,7.600733486,0.10,
1.75,9,0.25,60,3,0.05,500,0.4042584339,0.09,
1.75,9,0.25,60,3,0.05,1000,1.874642335,0.13,
1.75,9,0.25,60,3,0.05,1500,4.513827133,0.15,
1.75,9,0.25,60,3,0.05,2000,7.032668055,0.13,
1.75,9,0.25,60,3,0.05,2500,8.746022342,0.09,
1.75,9,0.75,30,3,0.05,500,3.199353978,0.22,
1.75,9,0.75,30,3,0.05,1000,13.01677233,0.23,
1.75,9,0.75,30,3,0.05,1500,26.54209693,0.20,
1.75,9,0.75,30,3,0.05,2000,49.60799011,0.22,
1.75,9,0.75,30,3,0.05,2500,53.39452878,0.13,
1.75,9,0.75,45,3,0.05,500,1.025601497,0.18,
1.75,9,0.75,45,3,0.05,1000,4.052052373,0.19,
1.75,9,0.75,45,3,0.05,1500,8.816958486,0.19,
1.75,9,0.75,45,3,0.05,2000,15.10210532,0.19,
1.75,9,0.75,45,3,0.05,2500,22.20296488,0.18,
1.75,9,0.75,60,3,0.05,500,0.8205196498,0.11,
1.75,9,0.75,60,3,0.05,1000,3.199518481,0.11,
1.75,9,0.75,60,3,0.05,1500,7.214963362,0.12,
1.75,9,0.75,60,3,0.05,2000,10.07598175,0.09,
1.75,9,0.75,60,3,0.05,2500,19.31138283,0.13,
1.75,9,1.25,30,3,0.05,500,3.871605941,0.22,
1.75,9,1.25,30,3,0.05,1000,13.54224192,0.18,
1.75,9,1.25,30,3,0.05,1500,41.25352086,0.29,
1.75,9,1.25,30,3,0.05,2000,78.90164779,0.34,
1.75,9,1.25,30,3,0.05,2500,108.5891068,0.29,
1.75,9,1.25,45,3,0.05,500,1.270300087,0.16,
1.75,9,1.25,45,3,0.05,1000,5.338693715,0.19,
1.75,9,1.25,45,3,0.05,1500,12.31438118,0.20,
1.75,9,1.25,45,3,0.05,2000,6.660519632,0.02,
1.75,9,1.25,45,3,0.05,2500,31.63360732,0.20,
1.75,9,1.25,60,3,0.05,500,0.8774705238,0.04,
1.75,9,1.25,60,3,0.05,1000,3.897321327,0.06,
1.75,9,1.25,60,3,0.05,1500,9.522040421,0.07,
1.75,9,1.25,60,3,0.05,2000,8.998891634,0.01,
1.75,9,1.25,60,3,0.05,2500,1.890561579,0.00,
1.75,9,1.5,30,3,0.05,500,4.005583263,0.20,
1.75,9,1.5,30,3,0.05,1000,16.27744748,0.21,
1.75,9,1.5,30,3,0.05,1500,36.5945943,0.22,
1.75,9,1.5,30,3,0.05,2000,53.45750324,0.16,
1.75,9,1.5,30,3,0.05,2500,80.70834766,0.16,
1.75,9,1.5,45,3,0.05,500,2.070925134,0.22,
1.75,9,1.5,45,3,0.05,1000,7.828277389,0.21,
1.75,9,1.5,45,3,0.05,1500,18.48199293,0.24,
1.75,9,1.5,45,3,0.05,2000,6.797182292,0.01,
1.75,9,1.5,45,3,0.05,2500,54.56683656,0.30,
1.75,9,1.5,60,3,0.05,500,0.6800276947,0.02,
1.75,9,1.5,60,3,0.05,1000,2.764979616,0.02,
1.75,9,1.5,60,3,0.05,1500,5.165448452,0.01,
1.75,9,1.5,60,3,0.05,2000,10.9208567,0.03,
1.75,9,1.5,60,3,0.05,2500,0.7090506992,0.00,
1.75,11,0.25,30,3,0.05,500,0.8298600935,0.20,
1.75,11,0.25,30,3,0.05,1000,3.359418786,0.22,
1.75,11,0.25,30,3,0.05,1500,5.498818222,0.16,
1.75,11,0.25,30,3,0.05,2000,5.302203965,0.07,
1.75,11,0.25,30,3,0.05,2500,2.320723254,0.01,
1.75,11,0.25,45,3,0.05,500,0.924208313,0.18,
1.75,11,0.25,45,3,0.05,1000,3.765351297,0.20,
1.75,11,0.25,45,3,0.05,1500,7.775220226,0.19,
1.75,11,0.25,45,3,0.05,2000,7.653770201,0.09,
1.75,11,0.25,45,3,0.05,2500,4.975595204,0.02,
1.75,11,0.25,60,3,0.05,500,0.9946350411,0.15,
1.75,11,0.25,60,3,0.05,1000,4.078827001,0.17,
1.75,11,0.25,60,3,0.05,1500,9.170903979,0.18,
1.75,11,0.25,60,3,0.05,2000,11.46572361,0.12,
1.75,11,0.25,60,3,0.05,2500,1.673130527,0.00,
1.75,11,0.75,30,3,0.05,500,2.605516115,0.06,
1.75,11,0.75,30,3,0.05,1000,21.69634992,0.18,
1.75,11,0.75,30,3,0.05,1500,50.14919127,0.19,
1.75,11,0.75,30,3,0.05,2000,59.04822712,0.12,
1.75,11,0.75,30,3,0.05,2500,3.401127914,0.00,
1.75,11,0.75,45,3,0.05,500,7.407078968,0.33,
1.75,11,0.75,45,3,0.05,1000,26.50897228,0.29,
1.75,11,0.75,45,3,0.05,1500,52.31204863,0.23,
1.75,11,0.75,45,3,0.05,2000,112.3177569,0.34,
1.75,11,0.75,45,3,0.05,2500,14.20125329,0.01,
1.75,11,0.75,60,3,0.05,500,2.571330169,0.12,
1.75,11,0.75,60,3,0.05,1000,6.468831152,0.06,
1.75,11,0.75,60,3,0.05,1500,28.92622874,0.21,
1.75,11,0.75,60,3,0.05,2000,23.49645201,0.05,
1.75,11,0.75,60,3,0.05,2500,10.09805173,0.01,
1.75,11,1.25,30,3,0.05,500,8.631152253,0.25,
1.75,11,1.25,30,3,0.05,1000,34.23990925,0.25,
1.75,11,1.25,30,3,0.05,1500,97.62133227,0.36,
1.75,11,1.25,30,3,0.05,2000,150.8275011,0.31,
1.75,11,1.25,30,3,0.05,2500,18.12032555,0.01,
1.75,11,1.25,45,3,0.05,500,8.047969385,0.28,
1.75,11,1.25,45,3,0.05,1000,41.76080689,0.46,
1.75,11,1.25,45,3,0.05,1500,71.26752082,0.30,
1.75,11,1.25,45,3,0.05,2000,126.3064724,0.31,
1.75,11,1.25,45,3,0.05,2500,71.30073506,0.07,
1.75,11,1.25,60,3,0.05,500,3.453377647,0.17,
1.75,11,1.25,60,3,0.05,1000,14.40545626,0.19,
1.75,11,1.25,60,3,0.05,1500,33.90476038,0.22,
1.75,11,1.25,60,3,0.05,2000,43.54018513,0.14,
1.75,11,1.25,60,3,0.05,2500,2.697506077,0.00,
1.75,11,1.5,30,3,0.05,500,8.37788013,0.22,
1.75,11,1.5,30,3,0.05,1000,33.3612425,0.22,
1.75,11,1.5,30,3,0.05,1500,73.58266857,0.22,
1.75,11,1.5,30,3,0.05,2000,133.0888704,0.23,
1.75,11,1.5,30,3,0.05,2500,13.03861671,0.00,
1.75,11,1.5,45,3,0.05,500,3.982862815,0.22,
1.75,11,1.5,45,3,0.05,1000,17.31796735,0.26,
1.75,11,1.5,45,3,0.05,1500,39.84905753,0.30,
1.75,11,1.5,45,3,0.05,2000,65.61047681,0.28,
1.75,11,1.5,45,3,0.05,2500,4.790115452,0.00,
1.75,11,1.5,60,3,0.05,500,3.956205229,0.14,
1.75,11,1.5,60,3,0.05,1000,16.57791656,0.17,
1.75,11,1.5,60,3,0.05,1500,33.86292903,0.15,
1.75,11,1.5,60,3,0.05,2000,49.06068582,0.12,
1.75,11,1.5,60,3,0.05,2500,6.593977587,0.00,
2,5,0.25,30,3,0.05,500,0.006926972407,0.00,
2,5,0.25,30,3,0.05,1000,0.02817893674,0.01,
2,5,0.25,30,3,0.05,1500,0.06863343816,0.01,
2,5,0.25,30,3,0.05,2000,0.1102056911,0.00,
2,5,0.25,30,3,0.05,2500,0.1797502035,0.01,
2,5,0.25,45,3,0.05,500,0.004545676738,0.00,
2,5,0.25,45,3,0.05,1000,0.01807301841,0.00,
2,5,0.25,45,3,0.05,1500,0.04100674453,0.00,
2,5,0.25,45,3,0.05,2000,0.06089858507,0.00,
2,5,0.25,45,3,0.05,2500,0.02659404753,0.00,
2,5,0.25,60,3,0.05,500,0.03079082742,0.03,
2,5,0.25,60,3,0.05,1000,0.02129437522,0.00,
2,5,0.25,60,3,0.05,1500,0.04185205466,0.00,
2,5,0.25,60,3,0.05,2000,0.07308046008,0.00,
2,5,0.25,60,3,0.05,2500,0.3351557583,0.01,
2,5,0.75,30,3,0.05,500,0.004826626249,0.00,
2,5,0.75,30,3,0.05,1000,0.04880462015,0.00,
2,5,0.75,30,3,0.05,1500,0.108347487,0.00,
2,5,0.75,30,3,0.05,2000,0.2126456507,0.01,
2,5,0.75,30,3,0.05,2500,0.341224597,0.01,
2,5,0.75,45,3,0.05,500,0.002360277691,0.00,
2,5,0.75,45,3,0.05,1000,0.007285950643,0.00,
2,5,0.75,45,3,0.05,1500,0.02326654267,0.00,
2,5,0.75,45,3,0.05,2000,0.2255903529,0.00,
2,5,0.75,45,3,0.05,2500,0.1360501251,0.00,
2,5,0.75,60,3,0.05,500,0.01434078851,0.00,
2,5,0.75,60,3,0.05,1000,0.06102385088,0.00,
2,5,0.75,60,3,0.05,1500,0.1247825053,0.00,
2,5,0.75,60,3,0.05,2000,0.2038048502,0.00,
2,5,0.75,60,3,0.05,2500,0.180556963,0.00,
2,5,1.25,30,3,0.05,500,0.05967548916,0.01,
2,5,1.25,30,3,0.05,1000,0.2803027281,0.01,
2,5,1.25,30,3,0.05,1500,0.5524775818,0.01,
2,5,1.25,30,3,0.05,2000,0.9067260812,0.01,
2,5,1.25,30,3,0.05,2500,1.697479294,0.01,
2,5,1.25,45,3,0.05,500,0.02252197194,0.00,
2,5,1.25,45,3,0.05,1000,0.08495672,0.00,
2,5,1.25,45,3,0.05,1500,0.1915618352,0.00,
2,5,1.25,45,3,0.05,2000,0.3389002616,0.00,
2,5,1.25,45,3,0.05,2500,0.03735813291,0.00,
2,5,1.25,60,3,0.05,500,0.08074079832,0.00,
2,5,1.25,60,3,0.05,1000,0.2678084567,0.00,
2,5,1.25,60,3,0.05,1500,0.7183229183,0.00,
2,5,1.25,60,3,0.05,2000,0.5588805535,0.00,
2,5,1.25,60,3,0.05,2500,2.364935255,0.01,
2,5,1.5,30,3,0.05,500,0.0003960204788,0.00,
2,5,1.5,30,3,0.05,1000,0.002506943026,0.00,
2,5,1.5,30,3,0.05,1500,-0.001209593598,0.00,
2,5,1.5,30,3,0.05,2000,0.002616053228,0.00,
2,5,1.5,30,3,0.05,2500,0.01521467638,0.00,
2,5,1.5,45,3,0.05,500,0.08602239766,0.00,
2,5,1.5,45,3,0.05,1000,0.3514632288,0.00,
2,5,1.5,45,3,0.05,1500,0.9881952794,0.01,
2,5,1.5,45,3,0.05,2000,1.576623727,0.00,
2,5,1.5,45,3,0.05,2500,1.736432544,0.00,
2,5,1.5,60,3,0.05,500,0.08446154684,0.00,
2,5,1.5,60,3,0.05,1000,1.322706503,0.04,
2,5,1.5,60,3,0.05,1500,0.6407334482,0.00,
2,5,1.5,60,3,0.05,2000,0.3645725037,0.00,
2,5,1.5,60,3,0.05,2500,1.922877311,0.00,
2,7,0.25,30,3,0.05,500,0.05190718772,0.02,
2,7,0.25,30,3,0.05,1000,0.2199049064,0.03,
2,7,0.25,30,3,0.05,1500,0.4937485553,0.03,
2,7,0.25,30,3,0.05,2000,0.8510036087,0.03,
2,7,0.25,30,3,0.05,2500,1.31630596,0.03,
2,7,0.25,45,3,0.05,500,0.01421099852,0.02,
2,7,0.25,45,3,0.05,1000,0.001261017095,0.00,
2,7,0.25,45,3,0.05,1500,0.1881150101,0.04,
2,7,0.25,45,3,0.05,2000,0.3164243209,0.04,
2,7,0.25,45,3,0.05,2500,0.2061361095,0.01,
2,7,0.25,60,3,0.05,500,0.01517857909,0.01,
2,7,0.25,60,3,0.05,1000,0.03187993011,0.01,
2,7,0.25,60,3,0.05,1500,0.1370441287,0.02,
2,7,0.25,60,3,0.05,2000,0.2042343261,0.01,
2,7,0.25,60,3,0.05,2500,0.3104511364,0.01,
2,7,0.75,30,3,0.05,500,0.1567903626,0.05,
2,7,0.75,30,3,0.05,1000,0.6307238124,0.05,
2,7,0.75,30,3,0.05,1500,1.371691463,0.05,
2,7,0.75,30,3,0.05,2000,2.598919047,0.06,
2,7,0.75,30,3,0.05,2500,3.557282196,0.05,
2,7,0.75,45,3,0.05,500,0.2187789137,0.05,
2,7,0.75,45,3,0.05,1000,0.8894263443,0.06,
2,7,0.75,45,3,0.05,1500,1.915322719,0.06,
2,7,0.75,45,3,0.05,2000,3.559571932,0.07,
2,7,0.75,45,3,0.05,2500,5.222610864,0.06,
2,7,0.75,60,3,0.05,500,0.2092503014,0.03,
2,7,0.75,60,3,0.05,1000,0.9366384833,0.04,
2,7,0.75,60,3,0.05,1500,1.861550884,0.04,
2,7,0.75,60,3,0.05,2000,3.196050388,0.04,
2,7,0.75,60,3,0.05,2500,5.258980206,0.04,
2,7,1.25,30,3,0.05,500,0.2620186558,0.05,
2,7,1.25,30,3,0.05,1000,0.9671068755,0.05,
2,7,1.25,30,3,0.05,1500,2.258376877,0.05,
2,7,1.25,30,3,0.05,2000,4.362840546,0.06,
2,7,1.25,30,3,0.05,2500,6.950692933,0.07,
2,7,1.25,45,3,0.05,500,0.2469176892,0.04,
2,7,1.25,45,3,0.05,1000,1.162174951,0.05,
2,7,1.25,45,3,0.05,1500,2.522405053,0.05,
2,7,1.25,45,3,0.05,2000,4.694820473,0.06,
2,7,1.25,45,3,0.05,2500,6.764598956,0.06,
2,7,1.25,60,3,0.05,500,0.00862462666,0.00,
2,7,1.25,60,3,0.05,1000,0.005522852413,0.00,
2,7,1.25,60,3,0.05,1500,0.07490524926,0.00,
2,7,1.25,60,3,0.05,2000,-0.06960210773,0.00,
2,7,1.25,60,3,0.05,2500,-0.07515742944,0.00,
2,7,1.5,30,3,0.05,500,0.4798102972,0.10,
2,7,1.5,30,3,0.05,1000,1.8838103,0.10,
2,7,1.5,30,3,0.05,1500,4.245917938,0.11,
2,7,1.5,30,3,0.05,2000,7.142850058,0.10,
2,7,1.5,30,3,0.05,2500,11.1415333,0.11,
2,7,1.5,45,3,0.05,500,0.2772603676,0.03,
2,7,1.5,45,3,0.05,1000,1.120793791,0.03,
2,7,1.5,45,3,0.05,1500,2.610410797,0.03,
2,7,1.5,45,3,0.05,2000,3.882428226,0.03,
2,7,1.5,45,3,0.05,2500,4.69098752,0.02,
2,7,1.5,60,3,0.05,500,0.08604831437,0.00,
2,7,1.5,60,3,0.05,1000,0.3050021056,0.00,
2,7,1.5,60,3,0.05,1500,1.056965892,0.00,
2,7,1.5,60,3,0.05,2000,1.059058145,0.00,
2,7,1.5,60,3,0.05,2500,0.1975932067,0.00,
2,9,0.25,30,3,0.05,500,0.2729140541,0.05,
2,9,0.25,30,3,0.05,1000,1.069412306,0.05,
2,9,0.25,30,3,0.05,1500,2.285882213,0.05,
2,9,0.25,30,3,0.05,2000,3.467648731,0.04,
2,9,0.25,30,3,0.05,2500,4.320506591,0.03,
2,9,0.25,45,3,0.05,500,0.3608671136,0.10,
2,9,0.25,45,3,0.05,1000,1.454018442,0.11,
2,9,0.25,45,3,0.05,1500,2.996987286,0.11,
2,9,0.25,45,3,0.05,2000,4.509217926,0.09,
2,9,0.25,45,3,0.05,2500,5.667256133,0.07,
2,9,0.25,60,3,0.05,500,0.1627113574,0.11,
2,9,0.25,60,3,0.05,1000,0.62846694,0.12,
2,9,0.25,60,3,0.05,1500,1.682786956,0.16,
2,9,0.25,60,3,0.05,2000,1.44034226,0.06,
2,9,0.25,60,3,0.05,2500,1.368168812,0.03,
2,9,0.75,30,3,0.05,500,3.068236769,0.20,
2,9,0.75,30,3,0.05,1000,12.06562593,0.20,
2,9,0.75,30,3,0.05,1500,26.56291417,0.20,
2,9,0.75,30,3,0.05,2000,45.34662203,0.17,
2,9,0.75,30,3,0.05,2500,59.20676195,0.14,
2,9,0.75,45,3,0.05,500,0.7454540966,0.10,
2,9,0.75,45,3,0.05,1000,3.169369515,0.12,
2,9,0.75,45,3,0.05,1500,8.133853125,0.16,
2,9,0.75,45,3,0.05,2000,13.03089567,0.14,
2,9,0.75,45,3,0.05,2500,19.27707742,0.14,
2,9,0.75,60,3,0.05,500,0.9806357116,0.11,
2,9,0.75,60,3,0.05,1000,3.909019983,0.12,
2,9,0.75,60,3,0.05,1500,8.360350305,0.11,
2,9,0.75,60,3,0.05,2000,13.62793057,0.11,
2,9,0.75,60,3,0.05,2500,21.08436773,0.11,
2,9,1.25,30,3,0.05,500,3.624037968,0.21,
2,9,1.25,30,3,0.05,1000,14.08274385,0.21,
2,9,1.25,30,3,0.05,1500,33.15613694,0.22,
2,9,1.25,30,3,0.05,2000,69.64015821,0.30,
2,9,1.25,30,3,0.05,2500,94.82983804,0.25,
2,9,1.25,45,3,0.05,500,1.41393832,0.16,
2,9,1.25,45,3,0.05,1000,5.628291667,0.18,
2,9,1.25,45,3,0.05,1500,12.02984567,0.17,
2,9,1.25,45,3,0.05,2000,20.71775813,0.17,
2,9,1.25,45,3,0.05,2500,27.77675836,0.15,
2,9,1.25,60,3,0.05,500,0.7266612935,0.04,
2,9,1.25,60,3,0.05,1000,2.530644934,0.03,
2,9,1.25,60,3,0.05,1500,8.383172967,0.06,
2,9,1.25,60,3,0.05,2000,14.28938925,0.06,
2,9,1.25,60,3,0.05,2500,1.418360462,0.00,
2,9,1.5,30,3,0.05,500,3.904468241,0.21,
2,9,1.5,30,3,0.05,1000,12.83729328,0.15,
2,9,1.5,30,3,0.05,1500,40.98489821,0.27,
2,9,1.5,30,3,0.05,2000,79.45076056,0.32,
2,9,1.5,30,3,0.05,2500,105.0005589,0.26,
2,9,1.5,45,3,0.05,500,1.404290618,0.14,
2,9,1.5,45,3,0.05,1000,5.616093366,0.14,
2,9,1.5,45,3,0.05,1500,12.74282676,0.15,
2,9,1.5,45,3,0.05,2000,22.38839352,0.16,
2,9,1.5,45,3,0.05,2500,32.05041101,0.14,
2,9,1.5,60,3,0.05,500,0.5122452253,0.01,
2,9,1.5,60,3,0.05,1000,2.088049723,0.02,
2,9,1.5,60,3,0.05,1500,2.884599456,0.01,
2,9,1.5,60,3,0.05,2000,2.330904017,0.00,
2,9,1.5,60,3,0.05,2500,0.6367179869,0.00,
2,11,0.25,30,3,0.05,500,0.7377327048,0.15,
2,11,0.25,30,3,0.05,1000,2.910265008,0.16,
2,11,0.25,30,3,0.05,1500,4.921501187,0.12,
2,11,0.25,30,3,0.05,2000,4.967383497,0.05,
2,11,0.25,30,3,0.05,2500,1.518506428,0.00,
2,11,0.25,45,3,0.05,500,0.8406469242,0.15,
2,11,0.25,45,3,0.05,1000,3.451265561,0.17,
2,11,0.25,45,3,0.05,1500,6.82398979,0.15,
2,11,0.25,45,3,0.05,2000,8.155507108,0.09,
2,11,0.25,45,3,0.05,2500,5.186610855,0.03,
2,11,0.25,60,3,0.05,500,0.8597206655,0.12,
2,11,0.25,60,3,0.05,1000,3.44500923,0.13,
2,11,0.25,60,3,0.05,1500,7.71738397,0.14,
2,11,0.25,60,3,0.05,2000,11.02849751,0.11,
2,11,0.25,60,3,0.05,2500,0.8898626687,0.00,
2,11,0.75,30,3,0.05,500,5.896731377,0.17,
2,11,0.75,30,3,0.05,1000,25.18523634,0.19,
2,11,0.75,30,3,0.05,1500,59.67780693,0.22,
2,11,0.75,30,3,0.05,2000,47.93510879,0.08,
2,11,0.75,30,3,0.05,2500,1.683724802,0.00,
2,11,0.75,45,3,0.05,500,5.452207548,0.21,
2,11,0.75,45,3,0.05,1000,25.30092621,0.28,
2,11,0.75,45,3,0.05,1500,24.80663612,0.06,
2,11,0.75,45,3,0.05,2000,85.79082749,0.24,
2,11,0.75,45,3,0.05,2500,12.6939175,0.01,
2,11,0.75,60,3,0.05,500,2.130293132,0.13,
2,11,0.75,60,3,0.05,1000,9.99316129,0.17,
2,11,0.75,60,3,0.05,1500,21.32671548,0.17,
2,11,0.75,60,3,0.05,2000,36.30383756,0.17,
2,11,0.75,60,3,0.05,2500,32.9599146,0.08,
2,11,1.25,30,3,0.05,500,8.004365001,0.22,
2,11,1.25,30,3,0.05,1000,32.7241805,0.24,
2,11,1.25,30,3,0.05,1500,92.95117121,0.34,
2,11,1.25,30,3,0.05,2000,129.6365105,0.25,
2,11,1.25,30,3,0.05,2500,30.94410235,0.01,
2,11,1.25,45,3,0.05,500,2.806149327,0.17,
2,11,1.25,45,3,0.05,1000,10.86088009,0.18,
2,11,1.25,45,3,0.05,1500,26.93267151,0.22,
2,11,1.25,45,3,0.05,2000,42.44797306,0.19,
2,11,1.25,45,3,0.05,2500,3.161428466,0.00,
2,11,1.25,60,3,0.05,500,2.080149914,0.09,
2,11,1.25,60,3,0.05,1000,8.412924942,0.10,
2,11,1.25,60,3,0.05,1500,25.10512834,0.13,
2,11,1.25,60,3,0.05,2000,37.08621881,0.11,
2,11,1.25,60,3,0.05,2500,2.825292901,0.00,
2,11,1.5,30,3,0.05,500,6.75556004,0.14,
2,11,1.5,30,3,0.05,1000,32.69525956,0.21,
2,11,1.5,30,3,0.05,1500,101.3031492,0.36,
2,11,1.5,30,3,0.05,2000,140.0011017,0.25,
2,11,1.5,30,3,0.05,2500,29.37637293,0.01,
0.25,3,0.25,30,2,0.05,500,0.03327755421,0.15,
0.25,3,0.25,30,2,0.05,1000,0.08626537304,0.09,
0.25,3,0.25,30,2,0.05,1500,0.1815306986,0.08,
0.25,3,0.25,30,2,0.05,2000,0.3201952829,0.08,
0.25,3,0.25,30,2,0.05,2500,0.5037831222,0.08,
0.25,3,0.25,45,2,0.05,500,0.04028922232,0.22,
0.25,3,0.25,45,2,0.05,1000,0.169959514,0.25,
0.25,3,0.25,45,2,0.05,1500,0.3893030205,0.25,
0.25,3,0.25,45,2,0.05,2000,0.7026359533,0.26,
0.25,3,0.25,45,2,0.05,2500,1.094853398,0.26,
0.25,3,0.25,60,2,0.05,500,0.02206439866,0.21,
0.25,3,0.25,60,2,0.05,1000,0.08398397829,0.22,
0.25,3,0.25,60,2,0.05,1500,0.1895737887,0.23,
0.25,3,0.25,60,2,0.05,2000,0.3320417926,0.23,
0.25,3,0.25,60,2,0.05,2500,0.5189857482,0.23,
0.25,3,0.75,30,2,0.05,500,0.08281173358,0.19,
0.25,3,0.75,30,2,0.05,1000,0.2690581442,0.15,
0.25,3,0.75,30,2,0.05,1500,0.6246263467,0.15,
0.25,3,0.75,30,2,0.05,2000,1.155041426,0.16,
0.25,3,0.75,30,2,0.05,2500,1.829840579,0.16,
0.25,3,0.75,45,2,0.05,500,0.04548638393,0.11,
0.25,3,0.75,45,2,0.05,1000,0.1811420085,0.11,
0.25,3,0.75,45,2,0.05,1500,0.4109810852,0.11,
0.25,3,0.75,45,2,0.05,2000,0.7232747453,0.11,
0.25,3,0.75,45,2,0.05,2500,1.141807166,0.11,
0.25,3,0.75,60,2,0.05,500,0.0233734508,0.02,
0.25,3,0.75,60,2,0.05,1000,0.08822535686,0.02,
0.25,3,0.75,60,2,0.05,1500,0.2640487764,0.03,
0.25,3,0.75,60,2,0.05,2000,0.4776139734,0.03,
0.25,3,0.75,60,2,0.05,2500,0.7398385367,0.03,
0.25,3,1.25,30,2,0.05,500,0.05311310825,0.07,
0.25,3,1.25,30,2,0.05,1000,0.1493538661,0.04,
0.25,3,1.25,30,2,0.05,1500,0.4021046617,0.06,
0.25,3,1.25,30,2,0.05,2000,0.7425388634,0.06,
0.25,3,1.25,30,2,0.05,2500,1.106732294,0.06,
0.25,3,1.25,45,2,0.05,500,0.00235376492,0.00,
0.25,3,1.25,45,2,0.05,1000,0.004163873964,0.00,
0.25,3,1.25,45,2,0.05,1500,0.008025033219,0.00,
0.25,3,1.25,45,2,0.05,2000,0.0171551536,0.00,
0.25,3,1.25,45,2,0.05,2500,0.01622359408,0.00,
0.25,3,1.25,60,2,0.05,500,0.02025501395,0.01,
0.25,3,1.25,60,2,0.05,1000,0.08946278623,0.01,
0.25,3,1.25,60,2,0.05,1500,0.2005502807,0.01,
0.25,3,1.25,60,2,0.05,2000,0.3561565679,0.01,
0.25,3,1.25,60,2,0.05,2500,0.5424400614,0.01,
0.25,3,1.5,30,2,0.05,500,0.0007056495837,0.00,
0.25,3,1.5,30,2,0.05,1000,0.0101590338,0.00,
0.25,3,1.5,30,2,0.05,1500,-0.0004014453433,0.00,
0.25,3,1.5,30,2,0.05,2000,-0.0007424451154,0.00,
0.25,3,1.5,30,2,0.05,2500,-0.001348778697,0.00,
