Arc Center Distance,Diameter,Width,Pitch,Blade Count,Thickness,Rotational Speed,Thrust,Efficiency
0.25,9,1.25,30,4,0.05,500,7.901920937,0.31,
0.25,9,1.25,30,4,0.05,1000,31.66585578,0.32,
0.25,9,1.25,30,4,0.05,1500,68.40631554,0.30,
0.25,9,1.25,30,4,0.05,2000,127.6373706,0.33,
0.25,9,1.25,30,4,0.05,2500,190.2806736,0.31,
0.25,9,1.25,45,4,0.05,500,6.936977925,0.39,
0.25,9,1.25,45,4,0.05,1000,27.4900482,0.40,
0.25,9,1.25,45,4,0.05,1500,60.96147373,0.39,
0.25,9,1.25,45,4,0.05,2000,108.1711306,0.40,
0.25,9,1.25,45,4,0.05,2500,163.8135933,0.40,
0.25,9,1.25,60,4,0.05,500,2.64603482,0.23,
0.25,9,1.25,60,4,0.05,1000,10.52735642,0.24,
0.25,9,1.25,60,4,0.05,1500,23.36818845,0.25,
0.25,9,1.25,60,4,0.05,2000,40.26489601,0.25,
0.25,9,1.25,60,4,0.05,2500,62.02183967,0.26,
0.25,9,1.5,30,4,0.05,500,9.233258397,0.29,
0.25,9,1.5,30,4,0.05,1000,37.92562117,0.30,
0.25,9,1.5,30,4,0.05,1500,85.79445268,0.30,
0.25,9,1.5,30,4,0.05,2000,145.5048155,0.30,
0.25,9,1.5,30,4,0.05,2500,226.1542042,0.29,
0.25,9,1.5,45,4,0.05,500,6.476675193,0.31,
0.25,9,1.5,45,4,0.05,1000,25.85659837,0.32,
0.25,9,1.5,45,4,0.05,1500,57.57612767,0.32,
0.25,9,1.5,45,4,0.05,2000,100.0665982,0.31,
0.25,9,1.5,45,4,0.05,2500,151.3927243,0.30,
0.25,9,1.5,60,4,0.05,500,4.289104056,0.18,
0.25,9,1.5,60,4,0.05,1000,17.22626242,0.19,
0.25,9,1.5,60,4,0.05,1500,38.70239951,0.20,
0.25,9,1.5,60,4,0.05,2000,67.54142717,0.20,
0.25,9,1.5,60,4,0.05,2500,106.1297835,0.22,
0.25,11,0.25,30,4,0.05,500,0.6429108892,0.02,
0.25,11,0.25,30,4,0.05,1000,2.639010166,0.02,
0.25,11,0.25,30,4,0.05,1500,5.911407877,0.02,
0.25,11,0.25,30,4,0.05,2000,7.341534986,0.01,
0.25,11,0.25,30,4,0.05,2500,0.8720202303,0.00,
0.25,11,0.25,45,4,0.05,500,0.926749731,0.03,
0.25,11,0.25,45,4,0.05,1000,3.609709436,0.03,
0.25,11,0.25,45,4,0.05,1500,0.4217411951,0.00,
0.25,11,0.25,45,4,0.05,2000,0.2476115893,0.00,
0.25,11,0.25,45,4,0.05,2500,0.4686543088,0.00,
0.25,11,0.25,60,4,0.05,500,3.660022419,0.26,
0.25,11,0.25,60,4,0.05,1000,14.53012709,0.27,
0.25,11,0.25,60,4,0.05,1500,31.55531459,0.27,
0.25,11,0.25,60,4,0.05,2000,52.14628009,0.25,
0.25,11,0.25,60,4,0.05,2500,53.71403189,0.14,
0.25,11,0.75,30,4,0.05,500,8.187381966,0.17,
0.25,11,0.75,30,4,0.05,1000,33.40629871,0.18,
0.25,11,0.75,30,4,0.05,1500,72.15572134,0.18,
0.25,11,0.75,30,4,0.05,2000,119.3600692,0.17,
0.25,11,0.75,30,4,0.05,2500,37.8379778,0.02,
0.25,11,0.75,45,4,0.05,500,8.971348886,0.29,
0.25,11,0.75,45,4,0.05,1000,35.47052949,0.29,
0.25,11,0.75,45,4,0.05,1500,77.37348232,0.29,
0.25,11,0.75,45,4,0.05,2000,136.4101638,0.29,
0.25,11,0.75,45,4,0.05,2500,226.64629,0.36,
0.25,11,0.75,60,4,0.05,500,8.814321036,0.42,
0.25,11,0.75,60,4,0.05,1000,35.26549981,0.43,
0.25,11,0.75,60,4,0.05,1500,76.3298837,0.41,
0.25,11,0.75,60,4,0.05,2000,135.5717297,0.43,
0.25,11,0.75,60,4,0.05,2500,207.0134283,0.48,
0.25,11,1.25,30,4,0.05,500,14.52533183,0.29,
0.25,11,1.25,30,4,0.05,1000,56.87696761,0.29,
0.25,11,1.25,30,4,0.05,1500,120.8646971,0.28,
0.25,11,1.25,30,4,0.05,2000,211.3818608,0.28,
0.25,11,1.25,30,4,0.05,2500,271.1617962,0.27,
0.25,11,1.25,45,4,0.05,500,15.13342484,0.39,
0.25,11,1.25,45,4,0.05,1000,59.26569141,0.39,
0.25,11,1.25,45,4,0.05,1500,130.3839865,0.39,
0.25,11,1.25,45,4,0.05,2000,230.0689876,0.39,
0.25,11,1.25,45,4,0.05,2500,389.1643855,0.50,
0.25,11,1.25,60,4,0.05,500,3.951704922,0.26,
0.25,11,1.25,60,4,0.05,1000,15.52966691,0.27,
0.25,11,1.25,60,4,0.05,1500,34.05485504,0.28,
0.25,11,1.25,60,4,0.05,2000,59.30059892,0.29,
0.25,11,1.25,60,4,0.05,2500,91.14880583,0.31,
0.25,11,1.5,30,4,0.05,500,18.11282898,0.25,
0.25,11,1.5,30,4,0.05,1000,72.06350865,0.25,
0.25,11,1.5,30,4,0.05,1500,146.908599,0.23,
0.25,11,1.5,30,4,0.05,2000,263.1208896,0.23,
0.25,11,1.5,30,4,0.05,2500,371.0858867,0.25,
0.25,11,1.5,45,4,0.05,500,17.49709785,0.37,
0.25,11,1.5,45,4,0.05,1000,75.64012798,0.43,
0.25,11,1.5,45,4,0.05,1500,155.8500197,0.37,
0.25,11,1.5,45,4,0.05,2000,280.9928926,0.39,
0.25,11,1.5,45,4,0.05,2500,478.1824287,0.52,
0.25,11,1.5,60,4,0.05,500,5.824357715,0.26,
0.25,11,1.5,60,4,0.05,1000,21.40884422,0.24,
0.25,11,1.5,60,4,0.05,1500,48.77244931,0.27,
0.25,11,1.5,60,4,0.05,2000,87.91422747,0.29,
0.25,11,1.5,60,4,0.05,2500,137.5144198,0.36,
0.75,3,0.25,30,4,0.05,500,0.003348828274,0.02,
0.75,3,0.25,30,4,0.05,1000,0.01352273291,0.02,
0.75,3,0.25,30,4,0.05,1500,0.0305719067,0.02,
0.75,3,0.25,30,4,0.05,2000,0.0547967209,0.02,
0.75,3,0.25,30,4,0.05,2500,0.08602284194,0.02,
0.75,3,0.25,45,4,0.05,500,0.005306090809,0.03,
0.75,3,0.25,45,4,0.05,1000,0.02166780787,0.04,
0.75,3,0.25,45,4,0.05,1500,0.04928734308,0.04,
0.75,3,0.25,45,4,0.05,2000,0.08835633295,0.05,
0.75,3,0.25,45,4,0.05,2500,0.1388202383,0.05,
0.75,3,0.25,60,4,0.05,500,0.01200217464,0.06,
0.75,3,0.25,60,4,0.05,1000,0.04809256363,0.07,
0.75,3,0.25,60,4,0.05,1500,0.1082555004,0.07,
0.75,3,0.25,60,4,0.05,2000,0.1915025364,0.07,
0.75,3,0.25,60,4,0.05,2500,0.299061771,0.08,
0.75,3,0.75,30,4,0.05,500,0.01951195112,0.05,
0.75,3,0.75,30,4,0.05,1000,0.08174705958,0.06,
0.75,3,0.75,30,4,0.05,1500,0.185069106,0.06,
0.75,3,0.75,30,4,0.05,2000,0.3291331097,0.07,
0.75,3,0.75,30,4,0.05,2500,0.515619944,0.07,
0.75,3,0.75,45,4,0.05,500,0.009623955211,0.02,
0.75,3,0.75,45,4,0.05,1000,0.0396179028,0.03,
0.75,3,0.75,45,4,0.05,1500,0.08862037178,0.03,
0.75,3,0.75,45,4,0.05,2000,0.139466695,0.02,
0.75,3,0.75,45,4,0.05,2500,0.2428420719,0.03,
0.75,3,0.75,60,4,0.05,500,0.008164293104,0.00,
0.75,3,0.75,60,4,0.05,1000,0.0324624733,0.00,
0.75,3,0.75,60,4,0.05,1500,0.07039782448,0.00,
0.75,3,0.75,60,4,0.05,2000,0.1309634569,0.00,
0.75,3,0.75,60,4,0.05,2500,0.2030240243,0.00,
0.75,3,1.25,30,4,0.05,500,0.0007548266487,0.00,
0.75,3,1.25,30,4,0.05,1000,0.01091935536,0.00,
0.75,3,1.25,30,4,0.05,1500,0.01902634663,0.00,
0.75,3,1.25,30,4,0.05,2000,0.05456543231,0.00,
0.75,3,1.25,30,4,0.05,2500,0.06318007173,0.00,
0.75,3,1.25,45,4,0.05,500,0.007910685683,0.00,
0.75,3,1.25,45,4,0.05,1000,0.03204890676,0.00,
0.75,3,1.25,45,4,0.05,1500,0.06721184809,0.00,
0.75,3,1.25,45,4,0.05,2000,0.1264317573,0.00,
0.75,3,1.25,45,4,0.05,2500,0.1953989657,0.00,
0.75,3,1.25,60,4,0.05,500,0.03166287967,0.02,
0.75,3,1.25,60,4,0.05,1000,0.123293533,0.03,
0.75,3,1.25,60,4,0.05,1500,0.2817136464,0.03,
0.75,3,1.25,60,4,0.05,2000,0.4895422387,0.03,
0.75,3,1.25,60,4,0.05,2500,0.749390258,0.03,
0.75,3,1.5,30,4,0.05,500,0.004142890626,0.00,
0.75,3,1.5,30,4,0.05,1000,0.01431619353,0.00,
0.75,3,1.5,30,4,0.05,1500,0.03837329887,0.00,
0.75,3,1.5,30,4,0.05,2000,0.04719491033,0.00,
0.75,3,1.5,30,4,0.05,2500,0.1118248776,0.00,
0.75,3,1.5,45,4,0.05,500,0.008203500093,0.00,
0.75,3,1.5,45,4,0.05,1000,0.0328254801,0.00,
0.75,3,1.5,45,4,0.05,1500,0.07098958699,0.00,
0.75,3,1.5,45,4,0.05,2000,0.125016327,0.00,
0.75,3,1.5,45,4,0.05,2500,0.1883968214,0.00,
0.75,3,1.5,60,4,0.05,500,0.02169408952,0.01,
0.75,3,1.5,60,4,0.05,1000,0.08755857026,0.01,
0.75,3,1.5,60,4,0.05,1500,0.1899154085,0.01,
0.75,3,1.5,60,4,0.05,2000,0.3300093965,0.01,
0.75,3,1.5,60,4,0.05,2500,0.5490099578,0.01,
0.75,5,0.25,30,4,0.05,500,0.1617971235,0.15,
0.75,5,0.25,30,4,0.05,1000,0.6546932049,0.16,
0.75,5,0.25,30,4,0.05,1500,1.445828558,0.16,
0.75,5,0.25,30,4,0.05,2000,2.615849985,0.17,
0.75,5,0.25,30,4,0.05,2500,3.799880488,0.16,
0.75,5,0.25,45,4,0.05,500,0.1821902934,0.19,
0.75,5,0.25,45,4,0.05,1000,0.7107360795,0.20,
0.75,5,0.25,45,4,0.05,1500,1.577462795,0.20,
0.75,5,0.25,45,4,0.05,2000,3.068969702,0.23,
0.75,5,0.25,45,4,0.05,2500,4.325895215,0.20,
0.75,5,0.25,60,4,0.05,500,0.1761984424,0.22,
0.75,5,0.25,60,4,0.05,1000,0.7031949355,0.23,
0.75,5,0.25,60,4,0.05,1500,1.580264155,0.24,
0.75,5,0.25,60,4,0.05,2000,2.80227936,0.24,
0.75,5,0.25,60,4,0.05,2500,4.245688443,0.23,
0.75,5,0.75,30,4,0.05,500,0.4546643912,0.24,
0.75,5,0.75,30,4,0.05,1000,1.834949002,0.25,
0.75,5,0.75,30,4,0.05,1500,4.121237981,0.25,
0.75,5,0.75,30,4,0.05,2000,7.322064245,0.25,
0.75,5,0.75,30,4,0.05,2500,11.36798385,0.25,
0.75,5,0.75,45,4,0.05,500,0.1965283521,0.17,
0.75,5,0.75,45,4,0.05,1000,0.7867332879,0.18,
0.75,5,0.75,45,4,0.05,1500,1.75572298,0.18,
0.75,5,0.75,45,4,0.05,2000,3.112671954,0.19,
0.75,5,0.75,45,4,0.05,2500,4.818066719,0.19,
0.75,5,0.75,60,4,0.05,500,0.1142622299,0.06,
0.75,5,0.75,60,4,0.05,1000,0.4424547888,0.06,
0.75,5,0.75,60,4,0.05,1500,1.000765484,0.06,
0.75,5,0.75,60,4,0.05,2000,1.825853864,0.07,
0.75,5,0.75,60,4,0.05,2500,2.689936671,0.06,
0.75,5,1.25,30,4,0.05,500,0.649883174,0.20,
0.75,5,1.25,30,4,0.05,1000,2.603442011,0.21,
0.75,5,1.25,30,4,0.05,1500,5.960196169,0.21,
0.75,5,1.25,30,4,0.05,2000,10.70520576,0.21,
0.75,5,1.25,30,4,0.05,2500,16.86089918,0.22,
0.75,5,1.25,45,4,0.05,500,0.2331769216,0.12,
0.75,5,1.25,45,4,0.05,1000,0.9322542921,0.12,
0.75,5,1.25,45,4,0.05,1500,2.102501661,0.13,
0.75,5,1.25,45,4,0.05,2000,3.708914473,0.13,
0.75,5,1.25,45,4,0.05,2500,5.755843753,0.13,
0.75,5,1.25,60,4,0.05,500,0.08997459303,0.01,
0.75,5,1.25,60,4,0.05,1000,0.2858298237,0.01,
0.75,5,1.25,60,4,0.05,1500,0.8103664826,0.02,
0.75,5,1.25,60,4,0.05,2000,1.18057681,0.01,
0.75,5,1.25,60,4,0.05,2500,1.901254957,0.01,
0.75,5,1.5,30,4,0.05,500,0.4931110477,0.15,
0.75,5,1.5,30,4,0.05,1000,2.014288245,0.15,
0.75,5,1.5,30,4,0.05,1500,4.543313677,0.15,
0.75,5,1.5,30,4,0.05,2000,7.912179168,0.15,
0.75,5,1.5,30,4,0.05,2500,12.64975718,0.15,
0.75,5,1.5,45,4,0.05,500,0.4567771333,0.13,
0.75,5,1.5,45,4,0.05,1000,1.81923648,0.13,
0.75,5,1.5,45,4,0.05,1500,3.995556504,0.13,
0.75,5,1.5,45,4,0.05,2000,7.07698559,0.13,
0.75,5,1.5,45,4,0.05,2500,10.8106542,0.13,
0.75,5,1.5,60,4,0.05,500,0.1132676351,0.00,
0.75,5,1.5,60,4,0.05,1000,0.4434823252,0.00,
0.75,5,1.5,60,4,0.05,1500,0.9623706363,0.00,
0.75,5,1.5,60,4,0.05,2000,1.737264576,0.00,
0.75,5,1.5,60,4,0.05,2500,2.769205557,0.00,
0.75,7,0.25,30,4,0.05,500,0.5158011404,0.19,
0.75,7,0.25,30,4,0.05,1000,1.693171217,0.15,
0.75,7,0.25,30,4,0.05,2000,7.287346286,0.18,
0.75,7,0.25,30,4,0.05,2500,8.2441778,0.14,
0.75,7,0.25,45,4,0.05,500,0.5781471982,0.24,
0.75,7,0.25,45,4,0.05,1000,2.264745843,0.25,
0.75,7,0.25,45,4,0.05,1500,5.19674391,0.27,
0.75,7,0.25,45,4,0.05,2000,8.950859217,0.27,
0.75,7,0.25,45,4,0.05,2500,13.35901984,0.26,
0.75,7,0.25,60,4,0.05,500,0.5802986617,0.26,
0.75,7,0.25,60,4,0.05,1000,2.307831206,0.27,
0.75,7,0.25,60,4,0.05,1500,5.192266639,0.27,
0.75,7,0.25,60,4,0.05,2000,9.070159309,0.28,
0.75,7,0.25,60,4,0.05,2500,15.00124156,0.32,
0.75,7,0.75,30,4,0.05,500,1.950887899,0.27,
0.75,7,0.75,30,4,0.05,1000,7.669740729,0.27,
0.75,7,0.75,30,4,0.05,1500,16.98021443,0.27,
0.75,7,0.75,30,4,0.05,2000,30.82229552,0.28,
0.75,7,0.75,30,4,0.05,2500,45.41662376,0.27,
0.75,7,0.75,45,4,0.05,500,2.008729941,0.36,
0.75,7,0.75,45,4,0.05,1000,8.059953798,0.37,
0.75,7,0.75,45,4,0.05,1500,18.2961304,0.38,
0.75,7,0.75,45,4,0.05,2000,31.22203598,0.37,
0.75,7,0.75,45,4,0.05,2500,54.87878186,0.45,
0.75,7,0.75,60,4,0.05,500,0.9637559328,0.22,
0.75,7,0.75,60,4,0.05,1000,3.793800791,0.23,
0.75,7,0.75,60,4,0.05,1500,8.408334703,0.23,
0.75,7,0.75,60,4,0.05,2000,14.44308926,0.22,
0.75,7,0.75,60,4,0.05,2500,20.05910035,0.19,
0.75,7,1.25,30,4,0.05,500,2.816036921,0.30,
0.75,7,1.25,30,4,0.05,1000,11.39416935,0.31,
0.75,7,1.25,30,4,0.05,1500,25.52454274,0.32,
0.75,7,1.25,30,4,0.05,2000,46.81480796,0.33,
0.75,7,1.25,30,4,0.05,2500,75.38699942,0.35,
0.75,7,1.25,45,4,0.05,500,2.050021431,0.26,
0.75,7,1.25,45,4,0.05,1000,7.883258594,0.25,
0.75,7,1.25,45,4,0.05,1500,17.8620041,0.26,
0.75,7,1.25,45,4,0.05,2000,31.98867046,0.26,
0.75,7,1.25,45,4,0.05,2500,54.37574644,0.31,
0.75,7,1.25,60,4,0.05,500,1.14484148,0.11,
0.75,7,1.25,60,4,0.05,1000,4.622112912,0.12,
0.75,7,1.25,60,4,0.05,1500,10.25423379,0.12,
0.75,7,1.25,60,4,0.05,2000,17.75050759,0.12,
0.75,7,1.25,60,4,0.05,2500,27.97941009,0.13,
0.75,7,1.5,30,4,0.05,500,2.856703694,0.29,
0.75,7,1.5,30,4,0.05,1000,11.25253226,0.29,
0.75,7,1.5,30,4,0.05,1500,26.44624531,0.30,
0.75,7,1.5,30,4,0.05,2000,42.0931137,0.27,
0.75,7,1.5,30,4,0.05,2500,93.95643916,0.41,
0.75,7,1.5,45,4,0.05,500,1.727361171,0.20,
0.75,7,1.5,45,4,0.05,1000,6.593910552,0.19,
0.75,7,1.5,45,4,0.05,1500,14.97300454,0.20,
0.75,7,1.5,45,4,0.05,2000,27.28828131,0.21,
0.75,7,1.5,45,4,0.05,2500,58.69052689,0.37,
0.75,7,1.5,60,4,0.05,500,0.390735568,0.02,
0.75,7,1.5,60,4,0.05,1000,1.381699674,0.02,
0.75,7,1.5,60,4,0.05,1500,3.035733761,0.02,
0.75,7,1.5,60,4,0.05,2000,5.132722753,0.02,
0.75,7,1.5,60,4,0.05,2500,7.760759225,0.02,
0.75,9,0.25,30,4,0.05,500,0.6325051368,0.06,
0.75,9,0.25,30,4,0.05,1000,2.52287267,0.06,
0.75,9,0.25,30,4,0.05,1500,5.502069701,0.06,
0.75,9,0.25,30,4,0.05,2000,7.926793205,0.04,
0.75,9,0.25,30,4,0.05,2500,8.332970374,0.02,
0.75,9,0.25,45,4,0.05,500,0.9975569514,0.12,
0.75,9,0.25,45,4,0.05,1000,3.948058386,0.12,
0.75,9,0.25,45,4,0.05,1500,7.875820565,0.11,
0.75,9,0.25,45,4,0.05,2000,9.392181545,0.06,
0.75,9,0.25,45,4,0.05,2500,11.36119882,0.04,
0.75,9,0.25,60,4,0.05,500,1.568681693,0.27,
0.75,9,0.25,60,4,0.05,1000,6.093742696,0.27,
0.75,9,0.25,60,4,0.05,1500,12.1250686,0.23,
0.75,9,0.25,60,4,0.05,2000,15.34055673,0.14,
0.75,9,0.25,60,4,0.05,2500,17.95501262,0.09,
0.75,9,0.75,30,4,0.05,500,4.319702814,0.25,
0.75,9,0.75,30,4,0.05,1000,17.42304357,0.27,
0.75,9,0.75,30,4,0.05,1500,37.25576888,0.25,
0.75,9,0.75,30,4,0.05,2000,61.99512259,0.24,
0.75,9,0.75,30,4,0.05,2500,82.2404784,0.21,
0.75,9,0.75,45,4,0.05,500,4.853393452,0.36,
0.75,9,0.75,45,4,0.05,1000,20.125458,0.38,
0.75,9,0.75,45,4,0.05,1500,46.94677318,0.42,
0.75,9,0.75,45,4,0.05,2000,81.68471318,0.43,
0.75,9,0.75,45,4,0.05,2500,49.50771118,0.10,
0.75,9,0.75,60,4,0.05,500,2.666174308,0.29,
0.75,9,0.75,60,4,0.05,1000,10.54022756,0.30,
0.75,9,0.75,60,4,0.05,1500,23.98280297,0.32,
0.75,9,0.75,60,4,0.05,2000,47.86395824,0.41,
0.75,9,0.75,60,4,0.05,2500,64.04982636,0.34,
0.75,9,1.25,30,4,0.05,500,8.062399999,0.35,
0.75,9,1.25,30,4,0.05,1000,32.34182365,0.35,
0.75,9,1.25,30,4,0.05,1500,68.74451072,0.33,
0.75,9,1.25,30,4,0.05,2000,123.553601,0.35,
0.75,9,1.25,30,4,0.05,2500,182.7279884,0.34,
0.75,9,1.25,45,4,0.05,500,5.136153688,0.38,
0.75,9,1.25,45,4,0.05,1000,20.80957401,0.40,
0.75,9,1.25,45,4,0.05,1500,45.03899345,0.39,
0.75,9,1.25,45,4,0.05,2000,79.18643696,0.40,
0.75,9,1.25,45,4,0.05,2500,128.9228311,0.44,
0.75,9,1.25,60,4,0.05,500,1.85201532,0.17,
0.75,9,1.25,60,4,0.05,1000,7.352303682,0.18,
0.75,9,1.25,60,4,0.05,1500,17.61637195,0.20,
0.75,9,1.25,60,4,0.05,2000,29.80752529,0.20,
0.75,9,1.25,60,4,0.05,2500,45.70676305,0.20,
0.75,9,1.5,30,4,0.05,500,8.052269333,0.33,
0.75,9,1.5,30,4,0.05,1000,31.97454424,0.33,
0.75,9,1.5,30,4,0.05,1500,71.69728593,0.33,
0.75,9,1.5,30,4,0.05,2000,136.4592341,0.38,
0.75,9,1.5,30,4,0.05,2500,229.736382,0.44,
0.75,9,1.5,45,4,0.05,500,6.035098707,0.31,
0.75,9,1.5,45,4,0.05,1000,24.33302,0.32,
0.75,9,1.5,45,4,0.05,1500,52.77778786,0.31,
0.75,9,1.5,45,4,0.05,2000,100.304968,0.36,
0.75,9,1.5,45,4,0.05,2500,165.2123122,0.41,
0.75,9,1.5,60,4,0.05,500,2.307462096,0.09,
0.75,9,1.5,60,4,0.05,1000,9.859845766,0.10,
0.75,9,1.5,60,4,0.05,1500,23.30486504,0.11,
0.75,9,1.5,60,4,0.05,2000,39.80587562,0.11,
0.75,9,1.5,60,4,0.05,2500,17.2484457,0.01,
0.75,11,0.25,30,4,0.05,500,1.100687951,0.05,
0.75,11,0.25,30,4,0.05,1000,4.14725812,0.05,
0.75,11,0.25,30,4,0.05,1500,7.189078922,0.03,
0.75,11,0.25,30,4,0.05,2000,8.879707342,0.02,
0.75,11,0.25,30,4,0.05,2500,0.103746844,0.00,
0.75,11,0.25,45,4,0.05,500,1.568490801,0.09,
0.75,11,0.25,45,4,0.05,1000,5.61589299,0.08,
0.75,11,0.25,45,4,0.05,1500,6.514407307,0.03,
0.75,11,0.25,45,4,0.05,2000,10.94554223,0.03,
0.75,11,0.25,45,4,0.05,2500,0.5904286805,0.00,
0.75,11,0.25,60,4,0.05,500,2.560384717,0.20,
0.75,11,0.25,60,4,0.05,1000,9.524280004,0.19,
0.75,11,0.25,60,4,0.05,1500,5.4522386,0.02,
0.75,11,0.25,60,4,0.05,2000,10.56565524,0.03,
0.75,11,0.25,60,4,0.05,2500,1.126568168,0.00,
0.75,11,0.75,30,4,0.05,500,4.997146179,0.12,
0.75,11,0.75,30,4,0.05,1000,25.12532925,0.17,
0.75,11,0.75,30,4,0.05,1500,33.84634594,0.08,
0.75,11,0.75,30,4,0.05,2000,91.09494552,0.18,
0.75,11,0.75,30,4,0.05,2500,6.196621643,0.00,
0.75,11,0.75,45,4,0.05,500,10.43812643,0.37,
0.75,11,0.75,45,4,0.05,1000,41.02027728,0.37,
0.75,11,0.75,45,4,0.05,1500,95.25956794,0.41,
0.75,11,0.75,45,4,0.05,2000,57.96338897,0.08,
0.75,11,0.75,45,4,0.05,2500,15.43010453,0.01,
0.75,11,0.75,60,4,0.05,500,7.576584472,0.39,
0.75,11,0.75,60,4,0.05,1000,30.70217738,0.41,
0.75,11,0.75,60,4,0.05,1500,72.06289593,0.46,
0.75,11,0.75,60,4,0.05,2000,127.6170074,0.49,
0.75,11,0.75,60,4,0.05,2500,24.08757473,0.01,
0.75,11,1.25,30,4,0.05,500,16.76728853,0.34,
0.75,11,1.25,30,4,0.05,1000,65.21326946,0.34,
0.75,11,1.25,30,4,0.05,1500,147.9806748,0.36,
0.75,11,1.25,30,4,0.05,2000,218.9404182,0.29,
0.75,11,1.25,30,4,0.05,2500,20.65679304,0.01,
0.75,11,1.25,45,4,0.05,500,14.16947582,0.41,
0.75,11,1.25,45,4,0.05,1000,55.93331121,0.42,
0.75,11,1.25,45,4,0.05,1500,128.8786501,0.45,
0.75,11,1.25,45,4,0.05,2000,224.8011586,0.47,
0.75,11,1.25,45,4,0.05,2500,32.72067089,0.01,
0.75,11,1.25,60,4,0.05,500,4.008108373,0.17,
0.75,11,1.25,60,4,0.05,1000,16.41847402,0.19,
0.75,11,1.25,60,4,0.05,1500,37.15089809,0.20,
0.75,11,1.25,60,4,0.05,2000,63.65761137,0.20,
0.75,11,1.25,60,4,0.05,2500,37.12494935,0.05,
0.75,11,1.5,30,4,0.05,500,14.91026055,0.27,
0.75,11,1.5,30,4,0.05,1000,72.73103296,0.36,
0.75,11,1.5,30,4,0.05,1500,151.5659265,0.34,
0.75,11,1.5,30,4,0.05,2000,254.879855,0.33,
0.75,11,1.5,30,4,0.05,2500,60.68383955,0.02,
0.75,11,1.5,45,4,0.05,500,11.65038768,0.41,
0.75,11,1.5,45,4,0.05,1000,46.71543038,0.42,
0.75,11,1.5,45,4,0.05,1500,104.4433442,0.43,
0.75,11,1.5,45,4,0.05,2000,180.7175998,0.43,
0.75,11,1.5,45,4,0.05,2500,92.28906627,0.07,
0.75,11,1.5,60,4,0.05,500,4.62536536,0.20,
0.75,11,1.5,60,4,0.05,1000,21.91679907,0.28,
0.75,11,1.5,60,4,0.05,1500,43.26961277,0.24,
0.75,11,1.5,60,4,0.05,2000,70.58510832,0.22,
0.75,11,1.5,60,4,0.05,2500,3.224162168,0.00,
1.25,3,0.25,30,4,0.05,500,0.001205791705,0.00,
1.25,3,0.25,30,4,0.05,1000,0.002321944828,0.00,
1.25,3,0.25,30,4,0.05,1500,0.002627506895,0.00,
1.25,3,0.25,30,4,0.05,2000,0.001508419249,0.00,
1.25,3,0.25,30,4,0.05,2500,0.0187082632,0.00,
1.25,3,0.25,45,4,0.05,500,0.000338041136,0.00,
1.25,3,0.25,45,4,0.05,1000,0.0013792544,0.00,
1.25,3,0.25,45,4,0.05,1500,0.003291790432,0.00,
1.25,3,0.25,45,4,0.05,2000,0.00555132897,0.00,
1.25,3,0.25,45,4,0.05,2500,0.008953175115,0.00,
1.25,3,0.25,60,4,0.05,500,0.001065715951,0.00,
1.25,3,0.25,60,4,0.05,1000,0.005512965679,0.00,
1.25,3,0.25,60,4,0.05,1500,0.01276970388,0.00,
1.25,3,0.25,60,4,0.05,2000,0.01298882054,0.00,
1.25,3,0.25,60,4,0.05,2500,0.01880678485,0.00,
1.25,3,0.75,30,4,0.05,500,0.01081450372,0.01,
1.25,3,0.75,30,4,0.05,1000,0.04267680389,0.01,
1.25,3,0.75,30,4,0.05,1500,0.09333979682,0.01,
1.25,3,0.75,30,4,0.05,2000,0.1551345141,0.01,
1.25,3,0.75,30,4,0.05,2500,0.242021603,0.01,
1.25,3,0.75,45,4,0.05,500,0.02031956051,0.02,
1.25,3,0.75,45,4,0.05,1000,0.08180576208,0.02,
1.25,3,0.75,45,4,0.05,1500,0.183520985,0.02,
1.25,3,0.75,45,4,0.05,2000,0.3106923021,0.02,
1.25,3,0.75,45,4,0.05,2500,0.09687267702,0.00,
1.25,3,0.75,60,4,0.05,500,0.01166935459,0.00,
1.25,3,0.75,60,4,0.05,1000,0.04323097081,0.00,
1.25,3,0.75,60,4,0.05,1500,0.1008040816,0.00,
1.25,3,0.75,60,4,0.05,2000,0.1705832993,0.00,
1.25,3,0.75,60,4,0.05,2500,0.2646851695,0.00,
1.25,3,1.25,30,4,0.05,500,0.001722693013,0.00,
1.25,3,1.25,30,4,0.05,1000,0.00652123492,0.00,
1.25,3,1.25,30,4,0.05,1500,0.01584335728,0.00,
1.25,3,1.25,30,4,0.05,2000,0.02211589153,0.00,
1.25,3,1.25,30,4,0.05,2500,0.01010356916,0.00,
1.25,3,1.25,45,4,0.05,500,0.01066980022,0.00,
1.25,3,1.25,45,4,0.05,1000,0.04333990775,0.00,
1.25,3,1.25,45,4,0.05,1500,0.09407325619,0.00,
1.25,3,1.25,45,4,0.05,2000,0.172537961,0.00,
1.25,3,1.25,45,4,0.05,2500,0.2816219486,0.00,
1.25,3,1.25,60,4,0.05,500,0.00234476554,0.00,
1.25,3,1.25,60,4,0.05,1000,0.009738291748,0.00,
1.25,3,1.25,60,4,0.05,1500,0.01719646733,0.00,
1.25,3,1.25,60,4,0.05,2000,0.02905955845,0.00,
1.25,3,1.25,60,4,0.05,2500,0.05205138273,0.00,
